g1	g0	g2	g3	g6	g4	g9	g5	g7	g8	g12	g11	g14	g13	g15	g10	g19	g18	g17	g16	g20
Gelse-mpi.v2.1-MPIG000210	0.104180276748456	0.0347877869874704	0.0921497451047552	0	0.0187580178189208	0.016401688316647	0.205167130983439	0.00718420731999951	0	0.0735084406266496	0.0485702080839152	0.14469566594347	0.479332219778442	0.132826213436275	0	0.0337815184510737	0.212028631395281	0	0	0	0
Gelse-mpi.v2.1-MPIG000220	0.220586813541964	0.0839546747680725	0.0766877472748884	0.069235209297732	0.00836061658340114	0.0784345616885651	0.0243664898558241	0.0979046527850634	0.0768542609931608	0	0.155373126271223	0	0	0.125731994488069	0	0	0	0.234495605574392	0	0	0
Gelse-mpi.v2.1-MPIG000230	0.218943090652233	0.516683868989178	0.618641726904022	0.486818347170299	0.513777130604489	0.4425603194248	0.399162514759943	0.375661109018751	0.405553198029071	0.359790319620711	0.391080370986044	0.223398408518313	0.647494698580083	0.553009245303588	0.612020181863607	0.369690158188044	0.230686191934383	0.14612989212134	0.432767311817889	0	0
Gelse-mpi.v2.1-MPIG000240	0.134065800119729	0.101579023094531	0.139083360863806	0.143854688261918	0.167453068427124	0.185313531262671	0.234744548793143	0.165419673834579	0.130221453870661	0.164093550277138	0.0811132547421305	0.155993918064043	0	0.168209453063243	0	0.0567900390335846	0	0	0.215439686727743	0.0977253686028052	0
Gelse-mpi.v2.1-MPIG000250	0.49772489212364	0.210881185986507	0.295921147716634	0.477974418989482	0.359596336607796	0.611188555204148	0.699094972541283	0.240737113274546	0.445935601316183	0.178992017857577	0.58756676436624	0.457716246912576	0.579307932305604	0.280300505141448	0.275493283749738	0.380848831277904	0.605125845547301	0.574068334955695	0.101309331942218	0.919060438435379	0.843914631497756
Gelse-mpi.v2.1-MPIG000260	0.0201019874956109	0.15293528380861	0.269517592341265	0.130085228382768	0.0631192621374315	0.174336759294571	0.150841024315914	0.0741301201557645	0.0171539325511887	0	0	0.120768301448486	0	0	0	0.222230118308033	0	0.084546896484962	0	0.0669715234664778	0.415073920358453
Gelse-mpi.v2.1-MPIG000270	0.016438005740592	0.0131169108261663	0	0.0102693502462647	0	0.057189689829232	0.0348613104385976	0.033325707284661	0	0	0	0	0	0	0.0890886301165305	0.0280484746524207	0	0	0	0	0
Gelse-mpi.v2.1-MPIG000280	0.824247900149953	0.742788561589589	0.832667319741342	0.865598232985596	0.840271327896974	1.01164894706981	1.0791928055642	0.774483747682749	1.15679476211662	0.915798629864987	1.15958081087593	0.642807235340011	1.15857268801945	0.79079696634998	1.07739510472757	1.01464640612768	1.16959729646425	1.17415680183294	1.11463562647864	0.690869481796672	0.984065710204349
Gelse-mpi.v2.1-MPIG000290	0.125250032043823	0.00518902670595187	0.0606923438034842	0.0237569077589528	0.0452768119509593	0.0644566359420708	0.0544506094171281	0.0774509795404047	0.281152498253716	0.0918022507447209	0.161662784069867	0.150522564746583	0	0.109029067280909	0.129456290257828	0.0701626192964854	0	0	0.642020667817703	0	0
Gelse-mpi.v2.1-MPIG000300	0.0597433669983522	0.0599631493732113	0.0637585454318057	0.11965944826642	0.0582488564916484	0.110015146371317	0.0476212433823419	0.0408148113034403	0	0.146739531239083	0.0538180824858787	0.148135858651603	0	0.111801983913045	0.181182076326697	0.0934973751018432	0	0.149904526582669	0	0	0
