g1	g0	g2	g3	g6	g4	g9	g5	g7	g8	g12	g11	g14	g13	g15	g10	g19	g18	g17	g16	g20
Gelse-mpi.v2.1-MPIG016580	0.434275636547475	0.594713320584665	0.393875885540622	0.420350676731163	0.401582811402132	0.278600723687537	0.288249355009698	0.555383940766369	0.370811680517629	0.463687656646698	0.293509436190778	0.196692489420108	0.425851838512667	0.477319180501608	0.650752857514538	0.26395828718331	0.254842904396473	0.681648847400799	0.068486146019205	0.721983321446166	0.868653908163388
Gelse-mpi.v2.1-MPIG016590	0.0515805776574465	0.185132919509056	0.0885848923695319	0.156209229830367	0.251560785376403	0.091671561066269	0.179306716126596	0.12303435949591	0.0835183391966488	0.260401565895282	0.101062376187316	0.157740529209599	0.183010826630222	0.235321724617479	0.0674928875098811	0.0929270434312321	0	0.132457961705484	0.17370081205845	0	0
Gelse-mpi.v2.1-MPIG016600	0.467725705766143	0.456080250337482	0.59097789619592	0.497468490557003	0.301265075380505	0.471478900871325	0.651238199434487	0.42385843948127	0.528502039741406	0.294277067624986	0.528574057517584	0.649072505794305	0.288816590762658	0.238614924809854	0.260881003224874	0.751081890449242	0.808278587455872	0.742769279367014	0.506228609800423	0.575456142790301	1.22495597505829
Gelse-mpi.v2.1-MPIG016610	0.0548391649512995	0.133074190205432	0.0510081341969908	0.0682288110096134	0.0313666640181118	0.0824291669903523	0.050236922859923	0.094085862757631	0.0788608381339736	0	0	0.265445994556305	0	0	0.108966632720403	0.2769357624151	0	0.13562998360281	0.124750392718319	0.487461648642865	0
Gelse-mpi.v2.1-MPIG016620	0.61261356552877	0.748371823348243	0.681552808516768	0.580106948680746	0.501879079013247	0.819417151272602	0.443650322711844	0.632267002450903	0.549611865774086	0.671778175652948	0.621470756404551	0.677987518732398	1.06683120382734	0.794948275900301	0.686589927607641	0.777931580444143	0.666568433406249	0.117990344764048	0.437455118070825	0.951438217426072	0
Gelse-mpi.v2.1-MPIG016630	0.591147863706164	0.106119789977373	0.140522440108403	0.0933197161461681	0.105653097839293	0.53722662372019	0.659514954995712	0.165336376790973	0.368626205393642	0.0957621006020333	0.509162013274091	0.290804172612106	0.175220252890565	0.369516163248622	0.705224306555548	0.152764393784719	0	0.390981999559793	0	0.215996049237346	0.371287557057156
Gelse-mpi.v2.1-MPIG016650	0.0277618637035667	0.0746838234007289	0.0937566376491546	0.0442647559395082	0.154093200610914	0.161491349771965	0.0771526354589586	0.045116381626641	0.0499772281800643	0.177304627719443	0	0.206107463526231	0	0.139774987072815	0	0	0	0.450028204630303	0.493605768872771	0	0
Gelse-mpi.v2.1-MPIG016680	0.051938016646777	0.203564213756315	0.150523348421577	0.0400776285347008	0.0556972074500982	0.0177070886494382	0.0100234383356118	0.0800666394431749	0	0.239658096751658	0	0.0613990998272061	0	0.276032157380623	0	0	0	0.145854456751306	0	0	0
Gelse-mpi.v2.1-MPIG016690	0.221630858298319	0.110658058515622	0.146031077963647	0.122981671715494	0.281937662275777	0.16837126753228	0.133264502398663	0.128583231758975	0.178159973862425	0.230663832564933	0.0686064771098644	0.300125529372269	0	0	0	0	0	0.450028204630303	0.375111302645705	0	0
Gelse-mpi.v2.1-MPIG016710	0.00915589622651421	0.00648532573700088	0.0503541388289294	0	0.0184612675399571	0.0691432220033718	0.0193921025733892	0.0186790045737061	0	0.137957295892735	0	0.0332561472505916	0	0	0	0	0	0.145854456751306	0.435864141228431	0	0
Gelse-mpi.v2.1-MPIG016720	0.113070131629069	0.0891442388429165	0.112172254763904	0.136900283362461	0.132659114860088	0.0994566426865467	0.011640897415931	0.0577102220108786	0.0226517470059069	0.192501257404402	0.17640853205734	0.102039288201884	0	0	0	0.0360065826303192	0	0	0.068486146019205	0.234494403084395	0
Gelse-mpi.v2.1-MPIG016730	0.525685028211243	0.418463523910923	0.309435418149362	0.460580383968845	0.41582094349292	0.381996101183642	0.238830496769934	0.457318582510716	0.669245079371673	0.401509836556704	0.254710009591342	0.441330713221398	0.320532467700318	0.0361850995550228	0.292912909234314	0.53842249076032	0.368771094425138	0.56296631057564	0.386951583102996	0.448884231954481	0
Gelse-mpi.v2.1-MPIG016740	0.0306559823590763	0.0491467873556012	0.0495001799580415	0.0520171819180986	0.0460675640328423	0.0352585372349701	0.00972656775309228	0.00785925365231023	0.0253030089479952	0	0	0.052645951181081	0	0	0	0.0229821210285531	0	0	0	0	0
Gelse-mpi.v2.1-MPIG016750	0.0316563705647024	0.0324634183394478	0.0877155416843103	0.0215790692096866	0.0874731789792968	0.00799053063800314	0.0100234383356118	0.0542313680118255	0.0460369299796545	0.301272415318128	0	0.0292346681264604	0	0	0.0674928875098811	0	0	0	1.09835328294009	0	0
Gelse-mpi.v2.1-MPIG016760	0.0243274404943318	0	0.0228809425563993	0.0209668680131069	0.0101614395440838	0	0	0.0124836838726613	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG016770	0.0393346823900848	0.0103879879775555	0	0.0273785916070675	0	0	0	0.0256269213414214	0.254078970496479	0	0.0520690655761048	0	0	0	0	0	0	0	0	0.0759141519844507	0
Gelse-mpi.v2.1-MPIG016800	0.0424286716948989	0	0.00824649004195305	0.103183620326289	0.0232354295110548	0	0	0.0124454635306605	0.0266300796510643	0	0	0.0196749848221082	0	0	0	0.0349688424249464	0	0	0	0	0
Gelse-mpi.v2.1-MPIG016810	0	0.0202355539545576	0	0	0	0	0	0	0	0.0272326477664208	0	0	0	0	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG016830	0	0	0.0180756994640278	0.0177701515699505	0	0.00962412054146264	0.115446053114404	0	0.0373411744734819	0	0	0	0	0	0	0	0.373715922563044	0	0	0	0
Gelse-mpi.v2.1-MPIG016870	0.0156772509134286	0	0	0	0	0	0	0.0708376417035219	0	0.0231469312698822	0	0	0	0	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG016880	0	0.021397911731029	0.00816613715394955	0.0288232451867728	0	0	0.156804005673679	0	0.181289828147392	0.0464464932711058	0.17877156506829	0.0233450383655677	0	0	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG016890	0.299687898926674	0.33061536675231	0.28497533413903	0.403221120797698	0.368346290406505	0.615023597365703	0.423266119593941	0.37198627584956	0.537855933027739	0.525184468181924	0.524350735938068	0.511281232299802	0.228788564428887	0.405423077683268	0	0.551132518701609	0.621359955896313	0.494204793916001	0.628779836876755	0.205983966221152	1.39354593769708
Gelse-mpi.v2.1-MPIG016900	0.371775438829254	0.0327890741233461	0.242423987521477	0.164974770513181	0.0930293131571956	0.34955474804707	0.462409090836541	0.259446650769665	0.196868414151447	0.142223194381712	1.0404786350049	0.063299450706758	0.082098036569077	0.131084389584946	0.302120580271751	0.134696042095666	0.803666969890339	0	0.195197723020604	0.244118156290031	0
Gelse-mpi.v2.1-MPIG016930	0.0562642893860046	0.0773748541277129	0.0399103149535357	0.12655920363251	0.0392773537853797	0.379459526984336	0.170005226167434	0.06504788498501	0	0	0.14287006741747	0	0	0	0	0.129672494959864	0	0.433841735328517	0	0.0645476891068535	0.311440275524503
Gelse-mpi.v2.1-MPIG016940	0.0513272087741886	0.144831676630861	0.0582476776045155	0.102298596511782	0.105109430635994	0.188786694623665	0.365877130518719	0.0813145723680013	0.0747904582747566	0.0471651656460239	0.107661049148242	0.130985758611714	0.387324198549218	0.0751849445608993	0	0.117164899547436	0.474278700883917	0.250215179073822	0	0	0
Gelse-mpi.v2.1-MPIG016950	0.0583816706570069	0.421336820691877	0.226598723585691	0.508220653279912	0.242306488226869	0.622909075937248	0.369281637470265	0.13868239730996	0.0289980935907598	0.159426442408965	0.216611029602984	0.109821285015653	0.145034356374268	0.341302909685829	0.463627552193269	0.268893140847599	1.108723174813	0.345141561751594	0.574338765024168	0.280607685448816	0.724900792734123
Gelse-mpi.v2.1-MPIG016960	0	0	0	0	0.012619323847631	0.0132628818311337	0.0575106606577873	0	0	0	0	0	0.111800732656143	0	0	0	0	0	0	0.39364550756266	0
Gelse-mpi.v2.1-MPIG016970	0.0195364500639037	0	0	0.00957329871647642	0	0.19840853187372	0.0483899041721997	0	0	0	0	0.0868535684504256	0	0	0	0	0	0.117990344764048	0	0	0.311440275524503
Gelse-mpi.v2.1-MPIG016980	0.253107461828693	1.06457528945634	0.238360073902756	0.0126337793761835	0.018918066863155	0.782438177818055	0.401278661227076	0.119545588121687	0.0115783978638457	0.00842162720295897	0.123890006135503	0.800518219665825	0.110734932557355	0.406062869497062	0.244697525611152	0.682608385830986	0.472377874844599	1.30209620977553	0	1.31798923059769	2.09960051319411
Gelse-mpi.v2.1-MPIG016990	0.0710476911539162	0.0983554750289275	0.0706891930749592	0.0297564894191358	0.0312106276776942	0	0.115366800218851	0.0206700320038436	0.049629551142997	0.0564724592906445	0	0.12947000468632	0	0.0339397556031878	0.122374985747232	0.0831070491332976	0	0	0.100332699779555	0	0
Gelse-mpi.v2.1-MPIG017010	0.218006337793731	0.183675409428644	0.215635652962492	0.131988229419903	0.25743630238489	0.218965904807496	0.0214006680234906	0.0715646648542611	0.189603448250089	0.188427412006971	0.0766494197818781	0.226307721739176	0	0	0.516114029481164	0.121668581585894	0	0.149422047613397	0.253584681610627	0.139524954258613	0.6414325933653
Gelse-mpi.v2.1-MPIG017020	0.0124015677432002	0.0324678546235125	0.0107668236492679	0.286692198637057	0.255585395057195	0.273852922266159	0	0.0456222064271415	0.00762962363191993	0.0479857473528132	0	0	0	0.0498766953797373	0	0	0	0.600121485994408	0.650836966718103	0	0
Gelse-mpi.v2.1-MPIG017040	0.191908497985198	0.22614396590465	0.29073364178861	0.142128093363544	0.158153161340513	0.235544275521254	0.279588813401911	0.285812586189904	0.0679153628681326	0.251149508967664	0.434958284306505	0.314687430429231	0.280095677455764	0.289929204304293	0.480565062669536	0.301084534252968	0.188844133486205	0.27780705967869	0.100332699779555	0.466711939479665	0.759681135017897
Gelse-mpi.v2.1-MPIG017050	0.462366701475415	0.533197896589547	0.498721601294541	0.569444569216713	0.499686546571496	0.510771894762383	0.480163100970619	0.488638108532346	0.451165723984164	0.488054743988206	0.501571691759477	0.483710910433361	0.715374991554145	0.419607309507805	0.163672370086179	0.50020769864261	0	0	0.354752991417442	0.911447248949501	0.514615060191758
Gelse-mpi.v2.1-MPIG017060	0.0446964862529063	0.103078522071741	0	0.0506267519067995	0.06439360951779	0.112267139389067	0.0407892320365885	0.0239648373276721	0.0549115976595821	0.0918492555205251	0.168528498381553	0.0266026902928596	0.18417356506807	0.0725396953337431	0.1082346876599	0.0280484746524207	0.355781497034043	0	0.311225475532495	0	0
Gelse-mpi.v2.1-MPIG017070	0.356771365597064	0.278729568352551	0.304969935320069	0.204481560563658	0.320171725866145	0.178520422998177	0.241647925953325	0.251126040385825	0.30442037181718	0.256956357370748	0.325027504704044	0.261099513651826	0	0	0.251197604787068	0.285773956157745	0.347440420914223	0.22787468882344	0.374187894910461	0.12228658315427	0.189227632916454
Gelse-mpi.v2.1-MPIG017080	0	0	0.0261502030563623	0	0	0.0178701590891558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017120	0.00670657341104725	0.0772089454044503	0	0.0124401375411793	0.109120310580666	0	0	0.111818999407742	0	0.0562815559915968	0	0.139863755740905	0	0.0630040322131948	0	0	0	0	0.224552427465539	0	0
Gelse-mpi.v2.1-MPIG017140	0.14065350409177	0.196502900374884	0.204891689244816	0.110801427485544	0.168352170043067	0.0808349769665407	0.048926822476896	0.101228259471167	0.200270100932097	0.126124973773207	0	0.0219030342868714	0	0.0695816653075072	0	0.0481770168425224	0	0.478592121679189	0	0.158179697094546	0
Gelse-mpi.v2.1-MPIG017150	0.142941797237398	1.32518666102693	0.81010874202877	0.76012821270792	0.917684545949419	0.140377885972968	0.123846435973458	0.434379675146412	0.180181998586537	1.09563422093666	0.331384461034475	0.565823999005575	0.687158712962154	1.10253727255024	0.142516576348331	0.482359416766302	0.219760836355199	0.320737170316233	0.380400989389919	0.11458884409428	0
Gelse-mpi.v2.1-MPIG017180	0.0204229152954721	0.0418651343096626	0.0193497001028045	0.0303671712903561	0.0244723392541422	0.133373776396033	0.1163114091122	0.0106128816471793	0.071650809729411	0	0.73252415699105	0.140033111073436	0.0557800644197318	0.0348968372848141	0.200122706085879	0.334839522443927	1.92235031300655	1.11929740483816	0	1.43403086135221	0
Gelse-mpi.v2.1-MPIG017190	0.45194866583297	0.577874713349049	0.482334584012954	0.369264786152331	0.566457759343376	0.355645367197572	0.418679157153482	0.0986943666994909	0.386997295287871	0.727145579759274	0.378839083993673	0.188436828401127	0.358487174899711	0.408085261028557	0.709409805465593	0.0929011914224233	0.449393816361924	0.599601347264861	0	0.709349263746205	0
Gelse-mpi.v2.1-MPIG017200	0.0117609672892387	0.0254979937975266	0.0324030137934305	0	0.0111194663547663	0.0174636357798457	0.034710923876842	0.0113160245760109	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017210	0.296659617356787	0.222624085664305	0.216599999856737	0.261773083649764	0.248583415930948	0.163080797174508	0.0646901754637071	0.126180275963592	0.174669516061676	0.198054231871629	0.215793939537271	0.0373160917495839	0	0.110676045070834	0.116280257428205	0.182829869057803	0.387157442483042	0	0.154954861615672	0.371594827473715	0
Gelse-mpi.v2.1-MPIG017230	0.399787793376719	0.11093640343293	0.254568214496481	0.229612790610662	0.369675383527035	0.617628742250215	0.611973511005021	0.22326206184688	0.356750257255243	0.0213427485241274	0.537820358721034	0.318174120421816	0	0.126449927360204	0.735208132837387	0.310571400035363	0.480489145824631	0.37286225328086	0.0729995358012963	0.663785056979567	0.787482442092777
Gelse-mpi.v2.1-MPIG017240	0.0597382437282425	0.0298155277404382	0.0283212747976167	0.141781654671263	0	0.342046077177015	0.289404787466733	0.144983931944149	0.0286075401788817	0.0197994905382386	1.14213220708196	0	0.351503026518144	0	0.112386871957819	0.0204250877759929	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017250	0.070762879315044	0	0.0269998381165925	0.0479564415639479	0.00831671328687101	0.230594830789781	0.20238349242197	0	0.100314744257161	0.0564138516899604	0.215060485759458	0.0374211139810489	0	0.0831443731921996	0	0.101111044603899	0.321308861108836	0.266465778841013	0	0.0641323445147177	0.282398282012131
Gelse-mpi.v2.1-MPIG017260	0	0	0.0203123605082253	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52882134994565	0	0	0	0
Gelse-mpi.v2.1-MPIG017270	0.0363915579083715	0.20205079861016	0.0780633876039882	0.0967303511553558	0.0202483612773661	0.123162903553149	0.130401148706255	0.0613232913029388	0.117964530415764	0.0964135685283576	0.122318033822114	0.365987489601187	0.241192146157423	0	0	0.0572330447019189	0	0	0.189760662882119	0.171146578309697	0
Gelse-mpi.v2.1-MPIG017280	0.789909430241944	0.719048325389778	0.629802590723092	0.619444023548657	0.616767563306236	0.582158360281956	0.780470014335122	0.643766547661556	0.799318068585607	0.677566749195075	0.630205008232889	0.701475990472592	0.893853289560091	0.668538293288034	0.92390924074307	0.748430779087323	0.604088278660171	1.0412675417649	0.769909052892878	0.696527973743022	0.311440275524503
Gelse-mpi.v2.1-MPIG017290	0.00585550332147576	0.00931057841251023	0	0	0.0158145817156043	0.349089846885276	0.561517850382519	0	0	0	0.0822236646818429	0.0902636266362646	0	0	0	0.0255426722930147	0	0	0	0	0.297081511586459
Gelse-mpi.v2.1-MPIG017300	0.465940604257379	0.323388160495535	0.340678822131471	0.253823639122037	0.246317288941689	0.326227641059615	0.254284012682417	0.258240383682308	0.299757229554559	0.205627135820651	0.234493126216887	0.370549983145913	0.274724239097421	0.126654782894186	0.179564021069839	0.31990649010029	0	0.101054194833878	0.418422456740689	0.0868065575342399	0
Gelse-mpi.v2.1-MPIG017310	1.17220997885389	0.571082409464073	1.0445237810599	0.668987450677451	0.740896275358919	1.32222159846286	0.6840961194208	0.706900963738809	1.29088627883242	0.65567584946213	1.10141797825352	0.878653385921035	0.709080946401124	0.751833006773156	0.885565246023965	0.851814720637416	0.664214978863938	1.03905585521843	0.693758382397446	0.295954885349445	2.91270529189038
Gelse-mpi.v2.1-MPIG017320	0.35884920091057	0.4646444292146	0.356174207598934	0.34243308366469	0.189836352025433	0.535235472160863	0.47892553852249	0.455711741888001	0.332376695970911	0.400833216478178	0.542149245934756	0.63479679809045	0.582607075848976	0.539666519205211	0.277027091631586	0.468397565102073	0	0.121572100085642	0.270309796859838	0.380674312588673	0.217168620389279
Gelse-mpi.v2.1-MPIG017330	0.190244332898445	0.315640555124407	0.292324665470752	0.250491522927993	0.465771593188557	0.24637701964941	0.199755562036909	0.349878439698846	0.235098133217781	0.647473155888914	0.219105961594538	0.135290258254551	0.400704589756988	0	0.236324760760373	0.436421421153799	0.212028631395281	0.435486624284809	0.259761467119829	0.114433943270462	0.767663353595576
Gelse-mpi.v2.1-MPIG017340	0.162659379380293	0.129950017769914	0.184866654970998	0.0836509627244298	0.0645195016342442	0.215229575634253	0.0469356816708047	0.0540292990872102	0.10110737768029	0.143929733770702	0.0972924145871582	0	0	0.251299827094946	0	0.109406466007045	0	0.084546896484962	0.0889316550907824	0.29602281006466	0.395486964054914
Gelse-mpi.v2.1-MPIG017350	0.512563117155171	0.397265221090323	0.527263056298224	0.452074667200449	0.339890885896965	0.615305544745359	0.38040370093339	0.431263433017469	0.435832709246228	0.414750140896485	0.278355034784571	0.348304750137827	0.510760998701431	0.422969660925917	0.337467726772735	0.290839335571162	0	0.15434820130478	0.735218981721624	0.311251261819534	1.04028591335483
Gelse-mpi.v2.1-MPIG017370	0.023013231990468	0.0510527255057669	0.0424733632251384	0.00763659791061849	0	0.023372657370434	0.0322181347870154	0.0308630356338147	0.232226987694353	0	0	0	0.296723068144529	0	0.366797237500983	0.055672279036079	0	0	0	0.114433943270462	0
Gelse-mpi.v2.1-MPIG017380	0	0.00756948584327531	0.0183464454608694	0	0	0	0.0321622833109147	0.0532522009821948	0	0	0	0.0286828739989892	0	0.0653114208591075	0	0.0204839568253451	0	0.205750045157133	0	0	0
Gelse-mpi.v2.1-MPIG017390	0.344328168371149	0.800622529768228	0.687280688415106	0.559334669256328	0.432867304416788	0.562492830031402	0.389624485862681	0.532405843797296	0.478339511881887	0.624549316546104	0.6471987078975	0.345508871376599	0.140471181323358	0.606153923284127	0.713528115109724	0.349950560301441	0.364136603704715	0	0.142920558625967	0.687290650511799	0.415780967756013
Gelse-mpi.v2.1-MPIG017400	0	0.00798058260712488	0.00924203912987259	0.0246629879606799	0.0084433932183099	0	0	0	0	0.116948716836159	0	0	0	0	0	0.0269396877923903	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017410	0.093421170449507	0.0621842399051954	0.0164680000968865	0.0222200828962493	0.119345066798169	0.0301197542288644	0.104090110604328	0.0389812487326554	0.0623295473714526	0.0222001454094352	0	0.0990232766459925	0.133217845981891	0	0.15411259401993	0.311907462277464	0	0	0	0	0.228919911042282
Gelse-mpi.v2.1-MPIG017420	0.0471335541796275	0.0651167976896321	0.182835769007218	0.124266351562485	0.0129585848607529	0.0545729295733649	0.0444825597334117	0.0240151476841668	0.0684095219595037	0.0987527988988871	0.0677361952298318	0.420086159291259	0.221463673861252	0.30720994156068	0	0.851128349275427	0.457752528723299	0	0	0.176080521726055	0
Gelse-mpi.v2.1-MPIG017430	0.08920744214932	0.0553792458429031	0.102594481852116	0.0681912708202276	0.0385630455479316	0.0290538108981719	0.010055591125297	0.0562455790497499	0.0169588717673675	0.0303914718655988	0.0912384912690942	0.323234516822889	0.766906489564667	0.101792372650301	0	0.572626277144383	0.244315954926363	0.33715936445402	0	0.126774232169766	0.667836177207386
Gelse-mpi.v2.1-MPIG017440	0.272164701096999	0.557452452117311	0.480922037332246	0.154184571860959	0.209154280277064	0.2809437891396	0.261545793210988	0.262422674597699	0.206966557256888	0.424045438037098	0.0832410792066352	1.30413415538746	1.14537373868762	0.338546404504105	0.383984867707209	1.85104503976777	0	0.139374975039803	0	0.739366207013217	0.642223566576169
Gelse-mpi.v2.1-MPIG017470	0.00689981485996153	0.0855145160314265	0.10232988800495	0.158973237147914	0.70894504712634	0.0505139603425079	0	0.127416026685892	0	0.355764151056297	0	0.0375664886471051	0.303705508245783	0.665726451397835	0	0	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017480	0.207303799168068	0.193374987354827	0.209593200464036	0.303741219463897	0.43657962078303	0.44254237325629	0.392487403316187	0.189514149705226	0.292220302121859	0.196881470425535	0.283184844093061	0.151321888236949	0.64381698238891	0.332046440310081	0.476570271221623	0.241485555041155	0	0.404419582243311	0.174445052172716	0	0
Gelse-mpi.v2.1-MPIG017490	0.126956044261741	0.13442970871898	0.0735572748424203	0.18913898234892	0.177260397315036	0.185241295643182	0.299300969938254	0.140713023557672	0.261672147196804	0.123756183678238	0.371515030800401	0.0495091798447974	0	0.060371638136194	0	0.0188394768993875	0.172633423835756	0.132457961705484	0.160934656291204	0	0
Gelse-mpi.v2.1-MPIG017510	0.26526619172338	0.365887505575749	0.402651103082051	0.359590367299992	0.293950885109542	0.407305510748754	0.301729755667732	0.421832657455495	0.378368272656598	0.48599274828601	0.44809841745128	0.203446396708322	0.334449825111122	0.41540855495042	0	0.1963484621399	0.401262610984236	0.195052102257889	0.0676408587618141	0.122729879582515	0
Gelse-mpi.v2.1-MPIG017530	0.0283273624713241	0	0	0	0.00788211240545563	0.0151562372414053	0.144834554502396	0	0.0118733666659392	0	0	0	0	0	0	0.033919722330098	0.176260551371511	0	0.0395809146215811	0	0
Gelse-mpi.v2.1-MPIG017540	0.0252554299941268	0.104318499698619	0.0323715375627977	0.0319162380169359	0.0665236253481766	0.0622806985402769	0	0	0.0570355361459253	0	0.126652180104429	0	0	0.0612306212289808	0	0	0.423474825917129	0	0	0.144160960414787	0
Gelse-mpi.v2.1-MPIG017550	0.0627416299517397	0.0425578758860025	0.122713613854795	0.18808993245278	0.190999092430056	0.137137776848749	0.445534679356035	0.10168537229919	0.0196904644156857	0.111157191601403	1.1507160986251	0.0594762146001058	0.232815170786382	0.1593405005334	0	0.0399701515015893	0.212028631395281	0	0	0	1.71751998825038
Gelse-mpi.v2.1-MPIG017560	0.568011610789119	0.519873909560869	0.651188909313194	0.754695281368264	0.630298434184792	0.918322367910523	0.723931515658297	0.688718759802976	0.589692308699849	0.808721120449196	0.77286022484823	0.811894458245657	0.962082513586458	0.69614458037706	0.942101160722381	0.812590904094264	0.672825825005108	1.3072040927475	1.16699417546889	0.773294066649942	0.700287230628192
Gelse-mpi.v2.1-MPIG017570	0.156668036125864	0.180391546299048	0.15375174598109	0.283175119652931	0.172382728927441	0.185423304628935	0.14901917462546	0.317131035846428	0.12580761905084	0.367519926752652	0.207128008922215	0	0	0.385737154588538	0.195024600915483	0.104600021712649	0.368771094425138	0.579383704771645	0.280925858768896	0.149351006087107	0.840873850637294
Gelse-mpi.v2.1-MPIG017580	0.026248988257102	0.297020850226819	0.350174707247897	0.204840542545522	0.142971847426869	0.196775509310643	0.35635611380624	0.359815057403441	0.0706572781976354	0.218772894411485	0.189467044861636	0.768568407120605	0.401342138323378	0.240244342979219	0	0.621522480047284	0	0.101054194833878	0.168716077772883	0.0977253686028052	0
Gelse-mpi.v2.1-MPIG017590	0.656469782144694	0.707634645921516	0.732915709007018	0.715218865859796	0.470460585770544	0.671033124580815	0.74775520570329	0.627071940528526	0.627542837252442	0.633174590300134	0.57706148359775	0.44144662768264	0.43259523031085	0.534747058886705	0.826023951142228	0.487096634706009	0	0.68601273637322	0.703602774681012	0.336009790156628	0.43830620273099
Gelse-mpi.v2.1-MPIG017600	0.403276261475629	0.414568740595715	0.530156918829765	0.453857361102396	0.334402029236586	0.58775498843531	0.342149868008119	0.438517430675012	0.351513422059299	0.490300548672355	0.439039885246106	0.372858416274194	0.823894668258949	0.372543857575502	0.118243161571682	0.398445621610416	1.00965435932863	0.163185185095223	0.229019541845406	0.856543212387552	0.808149236032155
Gelse-mpi.v2.1-MPIG017620	0.218855507498071	0.137868795504476	0.0910711283476596	0.168608965060046	0.155867103019503	0.117910274267766	0.156334349042653	0.127875390198862	0.234819010170782	0.193524751462168	0	0.217251068409035	0.129359025866515	0.131468925628195	0.129456290257828	0.152226392748577	0.452145240688071	0	0.344933453115343	0.2377326835597	0.311440275524503
Gelse-mpi.v2.1-MPIG017630	0.0390272042182469	0.0774066366040324	0.0430949733240309	0.0465077281677696	0.059459640251665	0.563234852016004	0.178277196450439	0.061827598428983	0.027444997316098	0.0207596495342625	0	0.342171056881631	0.414709490399505	0	0	0.378836701341667	0	0.729109011550122	0	0	0
Gelse-mpi.v2.1-MPIG017640	0.320473571228474	0.0765141400190125	0.0324820507989787	0.0711735126520727	0.171559996868926	0.158118058307736	0.438734723308344	0.106296117774787	0.212537365221282	0.0229200144131191	0.0457938697499431	0.064214466718114	0.115239251875917	0.142510442610548	0.0927809950602223	0.218095919683868	0	0	0.0833426706201246	0.0925961527742088	0.311440275524503
Gelse-mpi.v2.1-MPIG017650	0.00888073756068165	0.0160833962559017	0.0226853514505082	0.0167112752834343	0.00991604347137756	0.301619570787853	0.727585179541562	0.0251434427860521	0.0250339275029922	0.0211791558185576	0	0	0.29225736201313	0	0	0.0567209490168076	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017670	0.0658671928528819	0.0923601049259302	0.245266226945754	0.0270089586079607	0.0544789597467137	0.0651474787304387	0.103676385454728	0.0254328001093086	0.0212424136222882	0	0	0.161315874481115	0.18214838854725	0	0	0	0	0.33715936445402	0.0980639305342905	0	0
Gelse-mpi.v2.1-MPIG017680	0.297648773044825	0.197447361266629	0.259133882186697	0.257726626602518	0.158915099931614	0.138272440840705	0.265368569205033	0.355683133695596	0.317353255680972	0.227418935737337	0.0932970821565284	0.102687549438169	0.760373005172117	0.220566597600603	0.11262254608306	0.265802844928757	0	0	0.385089141793057	0.509020725876161	0.244508067543216
Gelse-mpi.v2.1-MPIG017690	0.609812950606783	0.163964035875351	0.294251871549056	0.518753030237493	0.431731273137109	0.640499212204714	0.583236229908388	0.496551998862666	0.780241662219494	0.39253723927487	0.445146550085182	0.463292895777016	0.250098508191077	0.309072653729446	0.77369238737285	0.0723020507836106	0.881442241003721	0.344619084674374	0.81220723361407	0.888709204200428	0.217168620389279
Gelse-mpi.v2.1-MPIG017700	0.0880274153761515	0.0776696761262488	0.116319145567647	0.0440529735885245	0.0234383297944411	0.0823302159566732	0	0.049963654383474	0.0646270086255594	0.0801189377512235	0.0365773117633659	0.142463945124122	0.133986512280467	0.271370890644239	0.0674928875098811	0	0	0	0	0.340716083647263	0
Gelse-mpi.v2.1-MPIG017710	0.0504210433276549	0.0156647600515044	0.0291917475480731	0.0169246005053774	0.0535011504241816	0.023157116032094	0.0221567377901147	0.0348694751360193	0.0327347434172946	0.0314285722412502	0	0.0529892261019649	0	0	0.15411259401993	0.0303778070655609	0	0	0	0	0
Gelse-mpi.v2.1-MPIG017720	0	0.00834843674782077	0	0	0	0.0473098268476837	0	0	0	0.0273552003954771	0.435094507313882	0	0	0	0	0	1.61589570533514	0	0	0	0
Gelse-mpi.v2.1-MPIG017740	0.0116524273467294	0.0492917297085138	0.0929444664689901	0.282514360787014	0.0151448518908011	0	0	0	0	0.286841249304606	0	0.186953291546077	0	0	0	0.0586597583809655	0	0	1.31188819304924	0	0
Gelse-mpi.v2.1-MPIG017770	0.0271039941939147	0.0187180168154891	0.0273085242960799	0.0938320815443132	0.190770115296229	0.111112923925372	0.073295939665945	0	0.0188923328347744	0.0673860640775897	0	0.0488722066846726	0	0	0.185144724880445	0	0	0	0	0	1.10440834376964
